model,id,cer
gpt_one_example,1_0,0.958179581795818
gpt_one_example,1_2,0.0975609756097561
gpt_one_example,1_3,0.8222222222222222
gpt_one_example,1_4,0.8045977011494253
gpt_one_example,1_5,0.24324324324324326
gpt_one_example,1_6,0.2
gpt_one_example,1_7,0.4897959183673469
gpt_one_example,1_8,0.4888888888888889
gpt_one_example,1_9,0.8307692307692308
gpt_one_example,1_10,0.8315789473684211
gpt_one_example,1_11,0.8055555555555556
gpt_one_example,1_12,0.32432432432432434
gpt_one_example,1_13,0.823076923076923
gpt_one_example,2_0,0.958179581795818
gpt_one_example,2_1,4.5
gpt_one_example,2_2,0.8391608391608392
gpt_one_example,2_3,0.8217821782178217
gpt_one_example,2_4,0.8130841121495327
gpt_one_example,2_5,0.34210526315789475
gpt_one_example,2_6,0.8114754098360656
gpt_one_example,2_7,0.8148148148148148
gpt_one_example,2_8,0.808
gpt_one_example,2_9,0.3055555555555556
gpt_one_example,2_10,0.34285714285714286
gpt_one_example,2_11,0.768595041322314
gpt_one_example,2_12,0.8
gpt_one_example,2_13,0.3333333333333333
gpt_one_example,2_14,0.832
gpt_one_example,3_0,0.958179581795818
gpt_one_example,3_1,0.8198198198198198
gpt_one_example,3_2,0.8235294117647058
gpt_one_example,3_3,0.8085106382978723
gpt_one_example,3_4,0.2777777777777778
gpt_one_example,3_5,0.4666666666666667
gpt_one_example,3_6,0.8207547169811321
gpt_one_example,3_7,0.8257575757575758
gpt_one_example,3_8,0.8285714285714286
gpt_one_example,3_9,0.34285714285714286
gpt_one_example,3_10,0.8181818181818182
gpt_one_example,3_11,0.8076923076923077
gpt_one_example,3_12,0.8152173913043478
gpt_one_example,3_13,0.3333333333333333
gpt_one_example,4_0,0.958179581795818
gpt_one_example,4_1,0.3611111111111111
gpt_one_example,4_2,0.824
gpt_one_example,4_3,0.8198198198198198
gpt_one_example,4_4,0.34210526315789475
gpt_one_example,4_5,0.325
gpt_one_example,4_6,0.8320610687022901
gpt_one_example,4_7,0.782051282051282
gpt_one_example,4_8,0.3157894736842105
gpt_one_example,4_9,0.4782608695652174
gpt_one_example,4_10,0.275
gpt_one_example,4_11,0.8349514563106796
gpt_one_example,4_12,0.8305084745762712
gpt_one_example,4_13,0.36
gpt_one_example,5_0,0.958179581795818
gpt_one_example,5_1,9.25
gpt_one_example,5_2,0.841726618705036
gpt_one_example,5_3,0.8267716535433071
gpt_one_example,5_4,0.8189655172413793
gpt_one_example,5_5,0.8202247191011236
gpt_one_example,5_6,0.8144329896907216
gpt_one_example,5_7,0.3
gpt_one_example,5_8,0.8263888888888888
gpt_one_example,5_9,0.8203125
gpt_one_example,5_10,0.21621621621621623
gpt_one_example,5_11,0.7899159663865546
gpt_one_example,5_12,0.831858407079646
gpt_one_example,5_13,0.8111111111111111
gpt_one_example,5_14,0.8070175438596491
gpt_one_example,6_0,0.958179581795818
gpt_one_example,6_1,9.75
gpt_one_example,6_2,0.8103448275862069
gpt_one_example,6_3,0.7745098039215687
gpt_one_example,6_4,0.8253968253968254
gpt_one_example,6_5,0.8333333333333334
gpt_one_example,6_6,0.3
gpt_one_example,6_7,0.8172043010752689
gpt_one_example,6_8,0.34210526315789475
gpt_one_example,6_9,0.41304347826086957
gpt_one_example,6_10,0.8220338983050848
gpt_one_example,6_11,0.8173076923076923
gpt_one_example,6_12,0.8181818181818182
gpt_one_example,6_13,0.3157894736842105
gpt_one_example,6_14,0.8333333333333334
gpt_one_example,7_0,0.958179581795818
gpt_one_example,7_1,0.5151515151515151
gpt_one_example,7_2,0.8311688311688312
