model,id,cer
gpt_one_example,1_0,0.6998769987699877
gpt_one_example,1_2,0.0
gpt_one_example,1_3,0.0
gpt_one_example,1_4,0.39080459770114945
gpt_one_example,1_5,0.02702702702702703
gpt_one_example,1_6,0.025
gpt_one_example,1_7,0.02040816326530612
gpt_one_example,1_8,0.0
gpt_one_example,1_9,0.2692307692307692
gpt_one_example,1_10,0.35789473684210527
gpt_one_example,1_11,0.28703703703703703
gpt_one_example,1_12,0.02702702702702703
gpt_one_example,1_13,0.3769230769230769
gpt_one_example,2_0,0.7380073800738007
gpt_one_example,2_1,0.5
gpt_one_example,2_2,0.40559440559440557
gpt_one_example,2_3,0.26732673267326734
gpt_one_example,2_4,0.2616822429906542
gpt_one_example,2_5,0.02631578947368421
gpt_one_example,2_6,0.3770491803278688
gpt_one_example,2_7,0.2037037037037037
gpt_one_example,2_8,0.336
gpt_one_example,2_9,0.027777777777777776
gpt_one_example,2_10,0.02857142857142857
gpt_one_example,2_11,0.38016528925619836
gpt_one_example,2_12,0.22
gpt_one_example,2_13,0.0
gpt_one_example,2_14,0.488
gpt_one_example,3_0,0.7601476014760148
gpt_one_example,3_1,0.3063063063063063
gpt_one_example,3_2,0.37815126050420167
gpt_one_example,3_3,0.2127659574468085
gpt_one_example,3_4,0.027777777777777776
gpt_one_example,3_5,0.022222222222222223
gpt_one_example,3_6,0.27358490566037735
gpt_one_example,3_7,0.4166666666666667
gpt_one_example,3_8,0.2761904761904762
gpt_one_example,3_9,0.0
gpt_one_example,3_10,0.38016528925619836
gpt_one_example,3_11,0.3333333333333333
gpt_one_example,3_12,0.42391304347826086
gpt_one_example,3_13,0.0
gpt_one_example,4_0,0.7269372693726938
gpt_one_example,4_1,0.05555555555555555
gpt_one_example,4_2,0.344
gpt_one_example,4_3,0.25225225225225223
gpt_one_example,4_4,0.02631578947368421
gpt_one_example,4_5,0.075
gpt_one_example,4_6,0.2595419847328244
gpt_one_example,4_7,0.16666666666666666
gpt_one_example,4_8,0.02631578947368421
gpt_one_example,4_9,0.021739130434782608
gpt_one_example,4_10,0.0
gpt_one_example,4_11,0.2621359223300971
gpt_one_example,4_12,0.3983050847457627
gpt_one_example,4_13,0.2
gpt_one_example,5_0,0.7170971709717097
gpt_one_example,5_1,0.0
gpt_one_example,5_2,0.31654676258992803
